class,uniprot_id,name
positive,A0A1T4TCM6,A0A1T4TCM6_9ACTN Beta-glucosidase OS=Marinactinospora thermotolerans DSM 45154 OX=1122192 GN=SAMN02745673_04786 PE=3 SV=1
negative,A0A1Y2EAF5,A0A1Y2EAF5_9PEZI beta-glucosidase OS=Pseudomassariella vexata OX=1141098 GN=BCR38DRAFT_334531 PE=3 SV=1
positive,A0A3S4D9W3,A0A3S4D9W3_9PEZI beta-glucosidase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS9121 PE=3 SV=1
negative,A0A855JP95,A0A855JP95_9PSED beta-glucosidase (Fragment) OS=Pseudomonas sp. MPBC4-3 OX=2070619 GN=C1Y25_31570 PE=4 SV=1
positive,A0A7M1T9P8,A0A7M1T9P8_9BACT beta-glucosidase OS=Thermoflavifilum sp OX=1968839 GN=bglX PE=3 SV=1
negative,A0AAN6GGF4,A0AAN6GGF4_9BASI RNA polymerase II C-terminal domain kinase beta subunit OS=Tilletia horrida OX=155126 GN=CTK2 PE=4 SV=1
positive,A0A916C3Q3,A0A916C3Q3_9CHLR Beta-glucosidase OS=Thermoflexales bacterium OX=2497639 GN=bglX PE=3 SV=1
negative,A0A9W8M1U4,A0A9W8M1U4_9FUNG RNA polymerase II C-terminal domain kinase beta subunit OS=Coemansia brasiliensis OX=2650707 GN=CTK2 PE=4 SV=1
positive,A0A399EIP9,A0A399EIP9_9DEIN Beta-glucosidase B OS=Calidithermus roseus OX=1644118 GN=bglB_2 PE=3 SV=1
negative,A0A9P4GKY1,A0A9P4GKY1_9PLEO beta-glucosidase OS=Cucurbitaria berberidis CBS 394.84 OX=1168544 GN=K460DRAFT_308266 PE=3 SV=1
positive,A0A1C6KED0,A0A1C6KED0_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_7 PE=3 SV=1
negative,A0A415I1E9,A0A415I1E9_9BACE beta-glucosidase OS=Bacteroides xylanisolvens OX=371601 GN=DW042_00045 PE=3 SV=1
positive,A0AAQ1T1V7,A0AAQ1T1V7_9ENTR Thermostable beta-glucosidase B OS=Yokenella regensburgei OX=158877 GN=bglB PE=4 SV=1
negative,A0A0C9TT37,A0A0C9TT37_SPHS4 beta-glucosidase OS=Sphaerobolus stellatus (strain SS14) OX=990650 GN=M422DRAFT_61478 PE=3 SV=1
positive,A0A6V6ZHL6,A0A6V6ZHL6_9RHOB Thermostable beta-glucosidase B OS=Ruegeria sp. THAF57 OX=2744555 GN=bglB PE=3 SV=1
negative,A0A973QPY1,A0A973QPY1_STRSQ Beta-glucosidase OS=Streptomyces sp OX=1931 GN=HOY76_00785 PE=3 SV=1
positive,A0A173ZLI4,A0A173ZLI4_9FIRM Thermostable beta-glucosidase B OS=Faecalicatena contorta OX=39482 GN=bglB PE=4 SV=1
negative,A0A921TFT7,A0A921TFT7_9GAMM beta-glucosidase OS=Pseudoxanthomonas taiwanensis OX=176598 GN=CR938_08845 PE=4 SV=1
positive,A0A7U9SCK2,A0A7U9SCK2_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB PE=3 SV=1
negative,A0A1L7UAL1,A0A1L7UAL1_FUSMA beta-glucosidase OS=Fusarium mangiferae OX=192010 GN=FMAN_14367 PE=3 SV=1
positive,A0A1D3DY45,A0A1D3DY45_9ACTN Beta-glucosidase OS=Streptomyces thermolilacinus SPC6 OX=1306406 GN=J116_025060 PE=3 SV=1
negative,A0A7U5YAY9,A0A7U5YAY9_AERCA beta-glucosidase OS=Aeromonas caviae OX=648 GN=C1C91_19710 PE=4 SV=1
positive,A0A1C5RV78,A0A1C5RV78_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A1S1BTX1,A0A1S1BTX1_9LACT beta-glucosidase OS=Aerococcus sp. HMSC035B07 OX=1715184 GN=HMPREF2705_00610 PE=4 SV=1
positive,A0A1C6KM11,A0A1C6KM11_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_8 PE=3 SV=1
negative,A0A4T0ABN1,A0A4T0ABN1_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6C80_04046 PE=3 SV=1
positive,B8CZK9,B8CZK9_HALOH beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_19810 PE=4 SV=1
negative,A0A1Y1ZFV8,A0A1Y1ZFV8_9PLEO beta-glucosidase OS=Clohesyomyces aquaticus OX=1231657 GN=BCR34DRAFT_626115 PE=3 SV=1
positive,A0A1C6A5D4,A0A1C6A5D4_9BACE Thermostable beta-glucosidase B OS=uncultured Bacteroides sp OX=162156 GN=bglB PE=3 SV=1
negative,A0A7W5MII8,A0A7W5MII8_9SPHN beta-glucosidase OS=Sphingomonas sp. BK345 OX=2586980 GN=FHY03_000033 PE=3 SV=1
positive,A0A326U4T3,A0A326U4T3_THEHA Beta-glucosidase OS=Thermosporothrix hazakensis OX=644383 GN=EI42_03420 PE=3 SV=1
negative,A0A419W603,A0A419W603_9BACT beta-glucosidase OS=Mangrovibacterium diazotrophicum OX=1261403 GN=BC643_1222 PE=3 SV=1
positive,A0A6N2UP10,A0A6N2UP10_9FIRM Thermostable beta-glucosidase B OS=Blautia glucerasea OX=536633 GN=bglB_2 PE=3 SV=1
negative,A0A420S167,A0A420S167_FUSOX beta-glucosidase OS=Fusarium oxysporum OX=5507 GN=BFJ68_g1184 PE=3 SV=1
positive,A0A422LFW5,A0A422LFW5_LACPA Thermostable beta-glucosidase B OS=Lacticaseibacillus paracasei OX=1597 GN=FAM10859_00514 PE=3 SV=1
negative,A0A177HWP9,A0A177HWP9_9ACTN beta-glucosidase OS=Streptomyces jeddahensis OX=1716141 GN=bglX_1 PE=4 SV=1
positive,E8URB0,E8URB0_THEBF beta-glucosidase OS=Thermoanaerobacter brockii subsp. finnii (strain ATCC 43586 / DSM 3389 / AKO-1) OX=509193 GN=Thebr_2099 PE=3 SV=1
negative,A0AA88BCQ4,A0AA88BCQ4_9BRAD Beta-glucosidase OS=Bradyrhizobium guangdongense OX=1325090 GN=GCM10010987_76960 PE=3 SV=1
positive,A0A446BNG1,A0A446BNG1_9PEZI beta-glucosidase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS6470 PE=3 SV=1
negative,D2C2C8,D2C2C8_DICZ5 beta-glucosidase OS=Dickeya zeae (strain Ech586) OX=590409 GN=Dd586_2443 PE=3 SV=1
positive,A0A645H6B2,A0A645H6B2_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_18 PE=3 SV=1
negative,A0A7Y8CF86,A0A7Y8CF86_9PSED beta-glucosidase OS=Pseudomonas gingeri OX=117681 GN=bglX PE=4 SV=1
positive,A0A7R7TGM5,A0A7R7TGM5_THETH Beta-glucosidase OS=Thermus thermophilus OX=274 GN=TthHB5018_d26730 PE=3 SV=1
negative,A0A852Z9S4,A0A852Z9S4_9ACTN Beta-glucosidase OS=Actinopolymorpha rutila OX=446787 GN=F4554_002409 PE=3 SV=1
positive,D1AC41,D1AC41_THECD Beta-glucosidase OS=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) OX=471852 GN=Tcur_1733 PE=3 SV=1
negative,A0A5N1JLM9,A0A5N1JLM9_9BACT Beta-glucosidase OS=Larkinella humicola OX=2607654 GN=F0P93_06655 PE=3 SV=1
positive,A0A1C5XXC8,A0A1C5XXC8_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_1 PE=3 SV=1
negative,A0A1M6LN55,A0A1M6LN55_9FLAO Beta-glucosidase OS=Maribacter aquivivus OX=228958 GN=SAMN04488007_1226 PE=3 SV=1
positive,H9ZUT0,H9ZUT0_THETH Beta-glucosidase OS=Thermus thermophilus JL-18 OX=798128 GN=TtJL18_2257 PE=3 SV=1
negative,A0A2T1NBZ9,A0A2T1NBZ9_9FLAO beta-glucosidase OS=Aurantibacter aestuarii OX=1266046 GN=C7H52_01440 PE=3 SV=1
positive,A0A1C5SQL0,A0A1C5SQL0_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_4 PE=3 SV=1
negative,A0A2S5KCV9,A0A2S5KCV9_9GAMM beta-glucosidase OS=Pantoea sp. ICBG 1758 OX=2071682 GN=C1Y41_01840 PE=3 SV=1
positive,K0K125,K0K125_SACES Thermostable beta-glucosidase B OS=Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764) OX=1179773 GN=bglB PE=3 SV=1
negative,A1CDU4,A1CDU4_ASPCL Probable beta-glucosidase L OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612 GN=ACLA_007810 PE=3 SV=1
positive,A5IL97,A5IL97_THEP1 Beta-glucosidase OS=Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1) OX=390874 GN=Tpet_0952 PE=3 SV=1
negative,A0A5M8H4Z3,A0A5M8H4Z3_9ACTN beta-glucosidase OS=Streptomyces parvus OX=66428 GN=F2B00_07890 PE=3 SV=1
positive,D0MEY7,D0MEY7_RHOM4 beta-glucosidase OS=Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) OX=518766 GN=Rmar_0536 PE=3 SV=1
negative,A0A7J3TWF3,A0A7J3TWF3_9ARCH beta-glucosidase OS=Candidatus Bathyarchaeota archaeon OX=2026714 GN=ENL72_02420 PE=3 SV=1
positive,A0A173XXI9,A0A173XXI9_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_2 PE=3 SV=1
negative,A0A1Z4BLZ2,A0A1Z4BLZ2_9FLAO beta-glucosidase OS=Capnocytophaga endodontalis OX=2708117 GN=CBG49_03815 PE=3 SV=1
positive,A0A7C4PUJ0,A0A7C4PUJ0_9CHLR beta-glucosidase OS=Anaerolinea thermolimosa OX=229919 GN=ENT37_14645 PE=3 SV=1
negative,A0A1E7XYK8,A0A1E7XYK8_BIFAD beta-glucosidase OS=Bifidobacterium adolescentis OX=1680 GN=BBK15_08260 PE=4 SV=1
positive,A0A060C7T5,A0A060C7T5_9DEIN beta-glucosidase OS=uncultured Meiothermus sp OX=157471 PE=3 SV=1
negative,A0A520C683,A0A520C683_9BURK Beta-glucosidase OS=Rubrivivax sp OX=50259 GN=EOP35_00040 PE=3 SV=1
positive,B5YCI2,B5YCI2_DICT6 Beta-glucosidase A OS=Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) OX=309799 GN=DICTH_0359 PE=3 SV=1
negative,A0AA42NYN7,A0AA42NYN7_9GAMM beta-glucosidase OS=Stenotrophomonas sp. GD03930 OX=2975406 GN=N5C18_08035 PE=3 SV=1
positive,A0A1M4SU08,A0A1M4SU08_9THEO beta-glucosidase OS=Thermoanaerobacter uzonensis DSM 18761 OX=1123369 GN=SAMN02745195_00263 PE=3 SV=1
negative,G0RWC1,G0RWC1_HYPJQ beta-glucosidase OS=Hypocrea jecorina (strain QM6a) OX=431241 GN=cel3c PE=3 SV=1
positive,A0A0B5KK32,A0A0B5KK32_9THEM beta-glucosidase OS=Thermotoga sp. RQ7 OX=126738 GN=TRQ7_04590 PE=3 SV=1
negative,A0A5B0TZX9,A0A5B0TZX9_9GAMM beta-glucosidase OS=Pseudoalteromonas sp. FUC4 OX=2511201 GN=EU510_02520 PE=4 SV=1
positive,A0A2U3N3T7,A0A2U3N3T7_9GAMM Thermostable beta-glucosidase B OS=Acinetobacter stercoris OX=2126983 GN=bglB PE=3 SV=1
negative,A0A7H4NKW8,A0A7H4NKW8_9ENTR Beta-glucosidase OS=Klebsiella michiganensis OX=1134687 GN=bglB_4 PE=3 SV=1
positive,A0A163R7L7,A0A163R7L7_9CELL Thermostable beta-glucosidase B OS=Oerskovia enterophila OX=43678 GN=bglB_6 PE=3 SV=1
negative,A0A3Q9WQT8,A0A3Q9WQT8_9MICC Beta-glucosidase OS=Arthrobacter sp. MN05-02 OX=1571833 GN=MN0502_27540 PE=3 SV=1
positive,A0A1C6I0K7,A0A1C6I0K7_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_2 PE=3 SV=1
negative,A0A8H4GFV9,A0A8H4GFV9_9EURO Probable beta-glucosidase btgE OS=Aspergillus fumigatiaffinis OX=340414 GN=CNMCM6457_003717 PE=4 SV=1
positive,A0A1C6J530,A0A1C6J530_9BACE Thermostable beta-glucosidase B OS=uncultured Bacteroides sp OX=162156 GN=bglB_5 PE=3 SV=1
negative,A0AAD1L304,A0AAD1L304_CITBR beta-glucosidase OS=Citrobacter braakii OX=57706 GN=bglX PE=3 SV=1
positive,A0A4D4JAD4,A0A4D4JAD4_9PSEU Beta-glucosidase OS=Gandjariella thermophila OX=1931992 GN=bglB_2 PE=3 SV=1
negative,A0A2E6LQH9,A0A2E6LQH9_9GAMM beta-glucosidase OS=Gammaproteobacteria bacterium OX=1913989 GN=CMQ43_08875 PE=3 SV=1
positive,A0A2N9KA54,A0A2N9KA54_9LACO Thermostable beta-glucosidase B OS=Leuconostoc suionicum OX=1511761 GN=bglB PE=3 SV=1
negative,A0A7Y0DR07,A0A7Y0DR07_9GAMM Beta-glucosidase OS=Pseudoalteromonas arctica OX=394751 GN=HHO47_03915 PE=3 SV=1
positive,A0A497G8A7,A0A497G8A7_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRK00_08355 PE=4 SV=1
negative,A0A4Q3DT52,A0A4Q3DT52_9HYPH Beta-glucosidase OS=Hyphomicrobiales bacterium OX=1909294 GN=EOP22_09225 PE=3 SV=1
positive,A0A449BJ27,A0A449BJ27_9MOLU Thermostable beta-glucosidase B OS=Acholeplasma hippikon OX=264636 GN=bglB PE=3 SV=1
negative,A0A2A2VHX3,A0A2A2VHX3_9BRAD Beta-glucosidase OS=Bradyrhizobium sp. UFLA03-84 OX=418599 GN=CK489_15930 PE=3 SV=1
positive,A0A143HN78,A0A143HN78_9GAMM beta-glucosidase OS=Microbulbifer thermotolerans OX=252514 GN=A3224_10585 PE=4 SV=1
negative,A0A8J5UVF2,A0A8J5UVF2_ZIZPA Beta-glucosidase OS=Zizania palustris OX=103762 GN=GUJ93_ZPchr0069g33267 PE=3 SV=1
positive,A0A173WI32,A0A173WI32_9FIRM Thermostable beta-glucosidase B OS=Coprococcus comes OX=410072 GN=bglB PE=3 SV=1
negative,A0AAJ3R2Y2,A0AAJ3R2Y2_9HYPH beta-glucosidase OS=Rhizobium sp. S9 OX=2035454 GN=CO659_03455 PE=3 SV=1
positive,G2QTM7,G2QTM7_THETT beta-glucosidase OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2110595 PE=3 SV=1
negative,S0F4X1,S0F4X1_9BACT beta-glucosidase OS=Phocaeicola coprophilus DSM 18228 = JCM 13818 OX=547042 GN=BACCOPRO_00766 PE=4 SV=1
positive,A0A2M8QA50,A0A2M8QA50_9CHLR beta-glucosidase OS=Candidatus Thermofonsia Clade 3 bacterium OX=2364212 GN=CUN48_12540 PE=4 SV=1
negative,A0A428QY79,A0A428QY79_9HYPO beta-glucosidase OS=Fusarium duplospermum OX=1325734 GN=CEP54_001838 PE=3 SV=1
positive,A0A077LXJ5,A0A077LXJ5_9MICO Thermostable beta-glucosidase B OS=Nostocoides japonicum T1-X7 OX=1194083 GN=bglB PE=3 SV=1
negative,A0A2R4M0X2,A0A2R4M0X2_9RHOB Beta-glucosidase OS=Celeribacter baekdonensis OX=875171 GN=DA792_06775 PE=3 SV=1
positive,A0A3B0VDK6,A0A3B0VDK6_9ZZZZ Beta-glucosidase A (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_BACTEROID07-1652 PE=4 SV=1
negative,A0A0J0Y754,A0A0J0Y754_9SPHI Beta-glucosidase OS=Pedobacter sp. BMA OX=1663685 GN=AB669_07770 PE=3 SV=1
positive,A0A5P9K0U0,A0A5P9K0U0_9HYPH beta-glucosidase OS=Microvirga thermotolerans OX=2651334 GN=GDR74_15680 PE=3 SV=1
negative,A0A1Y1MQ21,A0A1Y1MQ21_PHOPY beta-glucosidase (Fragment) OS=Photinus pyralis OX=7054 PE=3 SV=1
positive,A0A0F0L422,A0A0F0L422_9MICO Thermostable beta-glucosidase B OS=Microbacterium azadirachtae OX=582680 GN=bglB_2 PE=3 SV=1
negative,B1XZK8,B1XZK8_LEPCP Beta-glucosidase OS=Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) OX=395495 GN=Lcho_4320 PE=3 SV=1
positive,A0A953DM66,A0A953DM66_9ACTN Beta-glucosidase OS=Thermoleophilia bacterium OX=2026888 GN=IRZ20_06210 PE=3 SV=1
negative,A0A4R7MNE1,A0A4R7MNE1_9ACTN beta-glucosidase OS=Streptomyces sp. 846.5 OX=2485156 GN=EDD99_1816 PE=3 SV=1
positive,B0KDG0,B0KDG0_THEP3 beta-glucosidase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=Teth39_2055 PE=3 SV=1
negative,A0A2D7S3U9,A0A2D7S3U9_9GAMM beta-glucosidase OS=Legionellales bacterium OX=2026754 GN=CMF40_00365 PE=3 SV=1
positive,A0A6N2YQT1,A0A6N2YQT1_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A4S9N6V6,A0A4S9N6V6_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6C97_06464 PE=3 SV=1
positive,A0A173TZ13,A0A173TZ13_9FIRM Thermostable beta-glucosidase B OS=Dorea longicatena OX=88431 GN=bglB_2 PE=3 SV=1
negative,A0A168IS71,A0A168IS71_CORDF Probable beta-glucosidase btgE OS=Akanthomyces lecanii RCEF 1005 OX=1081108 GN=LEL_03089 PE=4 SV=1
positive,A0A399DYR9,A0A399DYR9_9DEIN Beta-glucosidase OS=Meiothermus taiwanensis OX=172827 GN=gghA PE=3 SV=1
negative,A0A4S9UFY5,A0A4S9UFY5_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6C90_06722 PE=3 SV=1
positive,A0A2K1PA97,A0A2K1PA97_9BACT beta-glucosidase OS=Petrotoga miotherma DSM 10691 OX=1434326 GN=X928_06595 PE=3 SV=1
negative,A0A9W9RYY5,A0A9W9RYY5_9EURO beta-glucosidase OS=Penicillium cataractarum OX=2100454 GN=N7496_008025 PE=3 SV=1
positive,A0A3S5CG51,A0A3S5CG51_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_2 PE=3 SV=1
negative,A0A6G3BGQ4,A0A6G3BGQ4_9ACTN Beta-glucosidase OS=Streptomyces sp. SID5594 OX=2690304 GN=GTX53_15595 PE=3 SV=1
positive,A0A1J5Q3E7,A0A1J5Q3E7_9ZZZZ Thermostable beta-glucosidase B OS=mine drainage metagenome OX=410659 GN=bglB_3 PE=3 SV=1
negative,A0A8S0RTQ5,A0A8S0RTQ5_OLEEU beta-glucosidase OS=Olea europaea subsp. europaea OX=158383 GN=OLEA9_A107405 PE=4 SV=1
positive,A0A1D3DUY2,A0A1D3DUY2_9ACTN Beta-glucosidase OS=Streptomyces thermolilacinus SPC6 OX=1306406 GN=J116_018390 PE=3 SV=1
negative,A0A373GL33,A0A373GL33_9BACE beta-glucosidase OS=Bacteroides sp. AM56-10ce OX=2302926 GN=bglX PE=3 SV=1
positive,A0A842ZUA0,A0A842ZUA0_UNCTM beta-glucosidase (Fragment) OS=Thermoplasmata archaeon OX=1906666 GN=IMZ43_08725 PE=3 SV=1
negative,A0AAD8KSD5,A0AAD8KSD5_TARER beta-glucosidase OS=Tagetes erecta OX=13708 GN=QVD17_17514 PE=3 SV=1
positive,A0A662GN30,A0A662GN30_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRJ56_08175 PE=3 SV=1
negative,A0A1G8NBY1,A0A1G8NBY1_9FLAO beta-glucosidase OS=Chryseobacterium taeanense OX=311334 GN=SAMN05421846_11373 PE=3 SV=1
positive,A0A840PA63,A0A840PA63_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_005290 PE=3 SV=1
negative,A0AAN2TWU4,A0AAN2TWU4_STREE Beta-N-acetylglucosaminidase/beta-glucosidase (3-beta-N-acetyl-D-glucosaminidase/beta-D-glucosidase)(Nag3) OS=Streptococcus pneumoniae OX=1313 GN=nag3_2 PE=4 SV=1
positive,A0A1C5UP01,A0A1C5UP01_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_4 PE=3 SV=1
negative,A0A6B3IAX1,A0A6B3IAX1_9ACTN Beta-glucosidase OS=Streptomyces sp. SID8455 OX=2706104 GN=G3M55_55050 PE=3 SV=1
positive,G0GFK4,G0GFK4_SPITZ Beta-glucosidase OS=Spirochaeta thermophila (strain ATCC 700085 / DSM 6578 / Z-1203) OX=869211 GN=Spith_2148 PE=3 SV=1
negative,A0A9Q0TSP7,A0A9Q0TSP7_9ROSI beta-glucosidase OS=Salix koriyanagi OX=2511006 GN=OIU74_009621 PE=4 SV=1
positive,A0A2M8Q9U4,A0A2M8Q9U4_9CHLR beta-glucosidase OS=Candidatus Thermofonsia Clade 3 bacterium OX=2364212 GN=CUN48_13260 PE=3 SV=1
negative,A0A7Y1VRC0,A0A7Y1VRC0_9BACT beta-glucosidase (Fragment) OS=Saprospiraceae bacterium OX=2202734 GN=HKN76_00395 PE=4 SV=1
positive,A0A5J4R6C7,A0A5J4R6C7_9ZZZZ Thermostable beta-glucosidase B OS=termite gut metagenome OX=433724 GN=EZS27_021923 PE=3 SV=1
negative,A0A3A5QTQ6,A0A3A5QTQ6_9BACE beta-glucosidase OS=Bacteroides sp. AM44-19 OX=2292953 GN=DW947_14225 PE=3 SV=1
positive,A0A840PCH3,A0A840PCH3_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_006694 PE=3 SV=1
negative,A0A699HYH8,A0A699HYH8_TANCI beta-glucosidase OS=Tanacetum cinerariifolium OX=118510 GN=Tci_452597 PE=4 SV=1
positive,A0A4U8QCI4,A0A4U8QCI4_9FIRM Thermostable beta-glucosidase B OS=Robinsoniella peoriensis OX=180332 GN=bglB_1 PE=3 SV=1
negative,A0A845JF99,A0A845JF99_9PSEU Beta-glucosidase OS=Amycolatopsis rubida OX=112413 GN=GTY63_28800 PE=3 SV=1
positive,A0A1C5RN48,A0A1C5RN48_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_2 PE=3 SV=1
negative,A0A5K1A7E8,A0A5K1A7E8_9MAGN beta-glucosidase (Fragment) OS=Nymphaea colorata OX=210225 GN=NYM_LOCUS13100 PE=4 SV=1
positive,A0A6S7B472,A0A6S7B472_9BURK Thermostable beta-glucosidase B OS=Pararobbsia alpina OX=621374 GN=bglB_1 PE=3 SV=1
negative,S3Z732,S3Z732_9ACTN Beta-glucosidase OS=Streptomyces aurantiacus JA 4570 OX=1286094 GN=STRAU_7410 PE=3 SV=1
positive,A0A0X1KSH7,A0A0X1KSH7_9THEM Beta-galactosidase OS=Pseudothermotoga hypogea DSM 11164 = NBRC 106472 OX=1123384 GN=AJ81_08155 PE=3 SV=1
negative,A0A8E4GGJ0,A0A8E4GGJ0_9XANT beta-glucosidase OS=Xanthomonas euroxanthea OX=2259622 GN=XSP_003671 PE=3 SV=1
positive,A0A916BHC3,A0A916BHC3_9CHLR Beta-glucosidase OS=Thermoflexales bacterium OX=2497639 GN=bglX PE=4 SV=1
negative,A0A9X2YVZ8,A0A9X2YVZ8_9FLAO beta-glucosidase OS=Flavobacterium shii OX=2987687 GN=bglX PE=3 SV=1
positive,A0A174Q1M5,A0A174Q1M5_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_2 PE=3 SV=1
negative,A0A1H7CBR7,A0A1H7CBR7_9DEIO Beta-glucosidase OS=Deinococcus reticulitermitis OX=856736 GN=SAMN04488058_12613 PE=3 SV=1
positive,A0A662PB51,A0A662PB51_UNCTR beta-glucosidase (Fragment) OS=Thermococci archaeon OX=2250254 GN=DRN52_05800 PE=3 SV=1
negative,A0A251TYC1,A0A251TYC1_HELAN beta-glucosidase OS=Helianthus annuus OX=4232 GN=HannXRQ_Chr09g0261911 PE=4 SV=1
positive,A0A174SJG3,A0A174SJG3_9FIRM Thermostable beta-glucosidase B OS=Anaerotruncus colihominis OX=169435 GN=bglB PE=3 SV=1
negative,A0A135U6F3,A0A135U6F3_9PEZI beta-glucosidase OS=Colletotrichum salicis OX=1209931 GN=CSAL01_11448 PE=3 SV=1
positive,A0AAN1HRZ9,A0AAN1HRZ9_9ACTN Thermostable beta-glucosidase B OS=Streptomyces sp. M56 OX=1495638 GN=bglB_1 PE=4 SV=1
negative,A0A6G4ZPW0,A0A6G4ZPW0_UNCCA Beta-glucosidase B OS=Chlamydiota bacterium OX=2081524 GN=bglB PE=3 SV=1
positive,A0A9E8ZFD6,A0A9E8ZFD6_9CYAN Beta-glucosidase OS=Thermocoleostomius sinensis A174 OX=2016057 GN=OXH18_08630 PE=3 SV=1
negative,A0AAP2CHZ8,A0AAP2CHZ8_9BACT Beta-glucosidase BglX OS=Litoribacter ruber OX=702568 GN=bglX PE=4 SV=1
positive,A0A0K8JIE0,A0A0K8JIE0_9FIRM Thermostable beta-glucosidase B OS=Propionispora sp. 2/2-37 OX=1677858 GN=bglB1 PE=3 SV=1
negative,A0A348NID6,A0A348NID6_9MOLU Beta-glucosidase OS=Acholeplasmatales bacterium OX=2053494 GN=DCR44_02670 PE=3 SV=1
positive,A0A7T1F3B7,A0A7T1F3B7_ATRLM Thermostable beta-glucosidase B OS=Atribacter laminatus OX=2847778 GN=bglB PE=3 SV=1
negative,A0A2D8GM61,A0A2D8GM61_9GAMM beta-glucosidase OS=Porticoccaceae bacterium OX=2026782 GN=CMK27_05385 PE=4 SV=1
positive,A0A1V0DDN9,A0A1V0DDN9_9BACT beta-glucosidase OS=Rhodothermaceae bacterium RA OX=1779382 GN=AWN76_008215 PE=3 SV=1
negative,A0A2V8RBS5,A0A2V8RBS5_UNCAI beta-glucosidase OS=Acidobacteriota bacterium OX=1978231 GN=DMF67_06450 PE=4 SV=1
positive,A0A1E3AIM0,A0A1E3AIM0_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_1 PE=3 SV=1
negative,A0A956SVZ7,A0A956SVZ7_UNCMY Glycoside hydrolase family 1 protein (Fragment) OS=Myxococcales bacterium OX=2026763 GN=KC466_15285 PE=3 SV=1
positive,K7S596,K7S596_ACIA4 Thermostable beta-glucosidase (Glycoside hydrolase family 3) OS=Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) OX=1171373 GN=PACID_19970 PE=3 SV=1
negative,A0A919QDQ2,A0A919QDQ2_9ACTN Beta-glucosidase OS=Acrocarpospora phusangensis OX=1070424 GN=Aph01nite_52910 PE=3 SV=1
positive,B0K276,B0K276_THEPX Beta-glucosidase OS=Thermoanaerobacter sp. (strain X514) OX=399726 GN=Teth514_0267 PE=3 SV=1
